S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,Constituency Name,State,Serial No.
9,RAJENDRA YADAV URF COLONEL SAHAB,Sarvjan Awaz Party,2229,10,2239,0.21,Sant Kabir Nagar,Uttar Pradesh,8230
10,ANAND KUMAR GAUTAM,Independent,1840,10,1850,0.17,Sant Kabir Nagar,Uttar Pradesh,8231
11,SUBHASH CHANDRA DUBEY,Naki Bharatiya Ekta Party,1702,6,1708,0.16,Sant Kabir Nagar,Uttar Pradesh,8232
12,NOTA,None of the Above,9210,17,9227,0.85,Sant Kabir Nagar,Uttar Pradesh,8233
1,ARUN KUMAR SAGAR,Bharatiya Janata Party,591500,1218,592718,47.5,Shahjahanpur,Uttar Pradesh,8234
2,JYOTSNA GOND,Samajwadi Party,534720,2619,537339,43.06,Shahjahanpur,Uttar Pradesh,8235
3,DOD RAM VERMA,Bahujan Samaj Party,91302,408,91710,7.35,Shahjahanpur,Uttar Pradesh,8236
4,KIRAN,Rashtriya Sanatan Party,6587,1,6588,0.53,Shahjahanpur,Uttar Pradesh,8237
5,SHIV KUMAR,Independent,2805,-,2805,0.22,Shahjahanpur,Uttar Pradesh,8238
6,MEENA KASYAP,Independent,2051,10,2061,0.17,Shahjahanpur,Uttar Pradesh,8239
7,PRADEEP KUMAR,Independent,1996,9,2005,0.16,Shahjahanpur,Uttar Pradesh,8240
8,PREMCHANDRA HARIJAN,Sardar Patel Siddhant Party,1686,1,1687,0.14,Shahjahanpur,Uttar Pradesh,8241
9,DHARM PAL,Independent,1413,10,1423,0.11,Shahjahanpur,Uttar Pradesh,8242
10,RAMESH CHANDRA VERMA,Manav Kranti Party,1076,-,1076,0.09,Shahjahanpur,Uttar Pradesh,8243
11,NOTA,None of the Above,8449,41,8490,0.68,Shahjahanpur,Uttar Pradesh,8244
1,RAM SHIROMANI VERMA,Samajwadi Party,510754,301,511055,48.83,Shrawasti,Uttar Pradesh,8245
2,SAKET MISRA,Bharatiya Janata Party,434192,190,434382,41.51,Shrawasti,Uttar Pradesh,8246
3,MUINUDDIN AHAMAD KHAN URF HAZI DADDAN KHAN,Bahujan Samaj Party,56225,26,56251,5.38,Shrawasti,Uttar Pradesh,8247
4,AHMAD JIYA KHAN,Peace Party,15630,-,15630,1.49,Shrawasti,Uttar Pradesh,8248
5,SHANTI DEVI,Independent,4010,1,4011,0.38,Shrawasti,Uttar Pradesh,8249
6,SUJEET KUMAR,Independent,3946,-,3946,0.38,Shrawasti,Uttar Pradesh,8250
7,YUGAL KISHOR SHUKLA,Aam Janta Party (India),2672,1,2673,0.26,Shrawasti,Uttar Pradesh,8251
8,KRISHNA KUMAR MAURYA,Samyak Party,2266,1,2267,0.22,Shrawasti,Uttar Pradesh,8252
9,MALIK RAM,Independent,2111,2,2113,0.2,Shrawasti,Uttar Pradesh,8253
10,ANIL KUMAR TIWARI,Independent,1513,1,1514,0.14,Shrawasti,Uttar Pradesh,8254
11,HANUMAN PRASAD MISHRA,Kisan Mazdoor Sangharsh Party,1494,1,1495,0.14,Shrawasti,Uttar Pradesh,8255
12,KUMARI GEETA GAUTAM,Rashtriya Janta Party,1317,2,1319,0.13,Shrawasti,Uttar Pradesh,8256
13,NOTA,None of the Above,9872,-,9872,0.94,Shrawasti,Uttar Pradesh,8257
1,RAKESH RATHOR,Indian National Congress,530467,671,531138,48.2,Sitapur,Uttar Pradesh,8258
2,RAJESH VERMA,Bharatiya Janata Party,441066,431,441497,40.06,Sitapur,Uttar Pradesh,8259
3,MAHENDRA SINGH YADAV,Bahujan Samaj Party,99284,80,99364,9.02,Sitapur,Uttar Pradesh,8260
4,MO. KASHIF ANSARI,Apna Dal (Kamerawadi),7585,1,7586,0.69,Sitapur,Uttar Pradesh,8261
5,LEKHRAJ LODHI,Aazad Samaj Party (Kanshi Ram),6734,-,6734,0.61,Sitapur,Uttar Pradesh,8262
6,VIDYAWATI GAUTAM,Independent,4193,1,4194,0.38,Sitapur,Uttar Pradesh,8263
7,CHANDRA SHEKHAR VERMA,Rashtriya Shoshit Samaj Party,2429,-,2429,0.22,Sitapur,Uttar Pradesh,8264
8,RAM ADHAR VERMA,Sardar Patel Siddhant Party,2114,1,2115,0.19,Sitapur,Uttar Pradesh,8265
9,NOTA,None of the Above,6954,4,6958,0.63,Sitapur,Uttar Pradesh,8266
1,RAMBHUAL NISHAD,Samajwadi Party,442886,1444,444330,43,Sultanpur,Uttar Pradesh,8267
2,MANEKA SANJAY GANDHI,Bharatiya Janata Party,399859,1297,401156,38.82,Sultanpur,Uttar Pradesh,8268
3,UDRAJ VERMA,Bahujan Samaj Party,162603,422,163025,15.78,Sultanpur,Uttar Pradesh,8269
4,ABDUL MABOOD,Apna Desh Party,4295,2,4297,0.42,Sultanpur,Uttar Pradesh,8270
5,MOHAMMAD ASIF,Independent,3382,5,3387,0.33,Sultanpur,Uttar Pradesh,8271
6,UDAYRAJ VERMA,Independent,2900,9,2909,0.28,Sultanpur,Uttar Pradesh,8272
7,GIRISH LAL,Azad Party,2305,6,2311,0.22,Sultanpur,Uttar Pradesh,8273
8,DR SHIV SHANKAR INDIAN,Most Backward Classes Of India,2085,5,2090,0.2,Sultanpur,Uttar Pradesh,8274
9,JAY PRAKASH,Sardar Patel Siddhant Party,1364,5,1369,0.13,Sultanpur,Uttar Pradesh,8275
10,NOTA,None of the Above,8500,13,8513,0.82,Sultanpur,Uttar Pradesh,8276
1,SWAMI SACHCHIDANAND HARI SAKSHI,Bharatiya Janata Party,614832,1301,616133,47.31,Unnao,Uttar Pradesh,8277
2,ANNU TANDON,Samajwadi Party,577699,2616,580315,44.56,Unnao,Uttar Pradesh,8278
3,ASHOK KUMAR PANDEY,Bahujan Samaj Party,72245,282,72527,5.57,Unnao,Uttar Pradesh,8279
4,SAIF KHAN,Parcham Party of India,8390,14,8404,0.65,Unnao,Uttar Pradesh,8280
5,UMESH,Independent,5625,10,5635,0.43,Unnao,Uttar Pradesh,8281
6,SHIV PRAKASH SINGH,Independent,4107,11,4118,0.32,Unnao,Uttar Pradesh,8282
7,SAIYYAD SARFARAZ GANDHI,Independent,3018,5,3023,0.23,Unnao,Uttar Pradesh,8283
8,HIMANSHU SHARMA,Bhartiya Shakti Chetna Party,2656,7,2663,0.2,Unnao,Uttar Pradesh,8284
9,NOTA,None of the Above,9430,23,9453,0.73,Unnao,Uttar Pradesh,8285
1,NARENDRA MODI,Bharatiya Janata Party,611439,1531,612970,54.24,Varanasi,Uttar Pradesh,8286
2,AJAY RAI,Indian National Congress,459084,1373,460457,40.74,Varanasi,Uttar Pradesh,8287
3,ATHER JAMAL LARI,Bahujan Samaj Party,33646,120,33766,2.99,Varanasi,Uttar Pradesh,8288
4,KOLISETTY SHIVA KUMAR,Yuga Thulasi Party,5748,2,5750,0.51,Varanasi,Uttar Pradesh,8289
5,GAGAN PRAKASH YADAV,Apna Dal (Kamerawadi),3619,15,3634,0.32,Varanasi,Uttar Pradesh,8290
6,DINESH KUMAR YADAV,Independent,2912,5,2917,0.26,Varanasi,Uttar Pradesh,8291
7,SANJAY KUMAR TIWARI,Independent,2170,1,2171,0.19,Varanasi,Uttar Pradesh,8292
8,NOTA,None of the Above,8463,15,8478,0.75,Varanasi,Uttar Pradesh,8293
1,AJAY TAMTA,Bharatiya Janata Party,417535,11632,429167,64.2,Almora,Uttarakhand,8294
2,PRADEEP TAMTA,Indian National Congress,191642,3428,195070,29.18,Almora,Uttarakhand,8295
3,NARAYAN RAM,Bahujan Samaj Party,9840,235,10075,1.51,Almora,Uttarakhand,8296
4,KIRAN ARYA,Uttarakhand Parivartan Party,5528,250,5778,0.86,Almora,Uttarakhand,8297
5,ARJUN PRASAD,Independent,4591,116,4707,0.7,Almora,Uttarakhand,8298
6,DR PRAMOD KUMAR,Peoples Party of India (Democratic),4401,56,4457,0.67,Almora,Uttarakhand,8299
7,ER JYOTI PRAKASH TAMTA,Bahujan Mukti Party,2178,46,2224,0.33,Almora,Uttarakhand,8300
8,NOTA,None of the Above,16697,322,17019,2.55,Almora,Uttarakhand,8301
1,ANIL BALUNI,Bharatiya Janata Party,418531,13628,432159,58.6,Garhwal,Uttarakhand,8302
2,GANESH GODIYAL,Indian National Congress,262692,5964,268656,36.43,Garhwal,Uttarakhand,8303
3,SONU KUMAR,Independent,4803,19,4822,0.65,Garhwal,Uttarakhand,8304
4,ASHUTOSH SINGH,Uttarakhand Kranti Dal,4182,379,4561,0.62,Garhwal,Uttarakhand,8305
5,DHEER SINGH,Bahujan Samaj Party,4007,115,4122,0.56,Garhwal,Uttarakhand,8306
6,MUKESH PRAKASH,Independent,3064,15,3079,0.42,Garhwal,Uttarakhand,8307
7,SURESHI DEVI,Peoples Party of India (Democratic),1472,40,1512,0.21,Garhwal,Uttarakhand,8308
8,DEEPENDRA SINGH NEGI,Independent,1408,232,1640,0.22,Garhwal,Uttarakhand,8309
9,ARJUN SINGH,Akhil Bhartiya Parivar Party,1308,70,1378,0.19,Garhwal,Uttarakhand,8310
10,RESHMA PANWAR,Socialist Unity Centre Of India (COMMUNIST),1168,125,1293,0.18,Garhwal,Uttarakhand,8311
11,DR MUKESH PANT,Sainik Samaj Party,1121,58,1179,0.16,Garhwal,Uttarakhand,8312
12,VINOD KUMAR SHARMA,Uttarakhand Samanta Party,838,46,884,0.12,Garhwal,Uttarakhand,8313
13,SHYAMLAL,Bahujan Mukti Party,743,28,771,0.1,Garhwal,Uttarakhand,8314
14,NOTA,None of the Above,11224,151,11375,1.54,Garhwal,Uttarakhand,8315
1,TRIVENDRA SINGH RAWAT,Bharatiya Janata Party,648498,5310,653808,50.19,Haridwar,Uttarakhand,8316
2,VIRENDRA RAWAT,Indian National Congress,487406,2346,489752,37.6,Haridwar,Uttarakhand,8317
3,UMESH KUMAR PATRAKAR,Independent,89958,1230,91188,7,Haridwar,Uttarakhand,8318
4,JAMIL AHMAD,Bahujan Samaj Party,42116,207,42323,3.25,Haridwar,Uttarakhand,8319
5,BALBIR SINGH BHANDARI,Uttarakhand Samanta Party,2943,18,2961,0.23,Haridwar,Uttarakhand,8320
6,MOHAN SINGH ASWAL,Uttarakhand Kranti Dal,2809,45,2854,0.22,Haridwar,Uttarakhand,8321
7,VIJAY KUMAR,Independent,2409,1,2410,0.19,Haridwar,Uttarakhand,8322
8,PAWAN KASHYAP,Independent,2170,8,2178,0.17,Haridwar,Uttarakhand,8323
9,KARAN SINGH SAINI ENGINEER,Independent,1963,11,1974,0.15,Haridwar,Uttarakhand,8324
10,AKRAM HUSSAIN,Independent,1678,7,1685,0.13,Haridwar,Uttarakhand,8325
11,LALIT KUMAR,Peoples Party of India (Democratic),1396,14,1410,0.11,Haridwar,Uttarakhand,8326
12,SURESH PAL,Bhartiya Rashtriya Ekta Dal,1150,12,1162,0.09,Haridwar,Uttarakhand,8327
13,ASHISH DHYANI,Independent,1107,10,1117,0.09,Haridwar,Uttarakhand,8328
14,AVNISH KUMAR,Independent,967,8,975,0.07,Haridwar,Uttarakhand,8329
15,NOTA,None of the Above,6663,163,6826,0.52,Haridwar,Uttarakhand,8330
1,AJAY BHATT,Bharatiya Janata Party,766397,6274,772671,61.03,Nainital-Udhamsingh Nagar,Uttarakhand,8331
2,PRAKASH JOSHI,Indian National Congress,434916,3207,438123,34.61,Nainital-Udhamsingh Nagar,Uttarakhand,8332
3,AKHTAR ALI,Bahujan Samaj Party,23276,179,23455,1.85,Nainital-Udhamsingh Nagar,Uttarakhand,8333
4,AKHALESH KUMAR,Akhil Bhartiya Parivar Party,4871,31,4902,0.39,Nainital-Udhamsingh Nagar,Uttarakhand,8334
5,HITESH PATHAK,Independent,4287,28,4315,0.34,Nainital-Udhamsingh Nagar,Uttarakhand,8335
6,RAMESH KUMAR MAX,Independent,3271,29,3300,0.26,Nainital-Udhamsingh Nagar,Uttarakhand,8336
7,AMAR SINGH SAINI,Peoples Party of India (Democratic),2963,24,2987,0.24,Nainital-Udhamsingh Nagar,Uttarakhand,8337
8,JEEVAN CHANDRA UPRETI,Bharat Ki Lok Jimmedar Party,2292,18,2310,0.18,Nainital-Udhamsingh Nagar,Uttarakhand,8338
9,SHIB SINGH,Uttarakhand Kranti Dal,1809,46,1855,0.15,Nainital-Udhamsingh Nagar,Uttarakhand,8339
10,SURENDRA SINGH,Bhartiya Shakti Chetna Party,1655,18,1673,0.13,Nainital-Udhamsingh Nagar,Uttarakhand,8340
11,NOTA,None of the Above,10227,198,10425,0.82,Nainital-Udhamsingh Nagar,Uttarakhand,8341
1,MALA RAJYA LAKSHMI SHAH,Bharatiya Janata Party,455949,6654,462603,53.66,Tehri Garhwal,Uttarakhand,8342
2,JOT SINGH GUNSOLA,Indian National Congress,187602,2508,190110,22.05,Tehri Garhwal,Uttarakhand,8343
3,BOBY PANWAR,Independent,162469,5612,168081,19.5,Tehri Garhwal,Uttarakhand,8344
4,NAVNEET SINGH GOSAIN,Rashtriya Uttarakhand Party,9969,57,10026,1.16,Tehri Garhwal,Uttarakhand,8345
5,NEMCHAND,Bahujan Samaj Party,6786,122,6908,0.8,Tehri Garhwal,Uttarakhand,8346
6,BRIJ BHUSHAN KARANWAL,Bhartiya Rashtriya Ekta Dal,3545,25,3570,0.41,Tehri Garhwal,Uttarakhand,8347
7,SARDAR KHAN PAPPU,Independent,3268,7,3275,0.38,Tehri Garhwal,Uttarakhand,8348
8,VEPIN KUMAR AGGARWAL,Independent,3173,43,3216,0.37,Tehri Garhwal,Uttarakhand,8349
9,RAMPAL SINGH,Peoples Party of India (Democratic),2343,19,2362,0.27,Tehri Garhwal,Uttarakhand,8350
10,SUDESH TOMAR,Independent,2261,7,2268,0.26,Tehri Garhwal,Uttarakhand,8351
11,PREM DUTT SEMWAL,Independent,2134,30,2164,0.25,Tehri Garhwal,Uttarakhand,8352
12,NOTA,None of the Above,7304,154,7458,0.87,Tehri Garhwal,Uttarakhand,8353
1,MANOJ TIGGA,Bharatiya Janata Party,691533,3781,695314,48.92,Alipurduars,West Bengal,8354
2,PRAKASH CHIK BARAIK,All India Trinamool Congress,617486,2381,619867,43.61,Alipurduars,West Bengal,8355
3,MILI ORAON,Revolutionary Socialist Party,39424,285,39709,2.79,Alipurduars,West Bengal,8356
4,PARIMAL ORAON,Independent,12560,24,12584,0.89,Alipurduars,West Bengal,8357
5,ARJUN INDWAR,Independent,11090,32,11122,0.78,Alipurduars,West Bengal,8358
6,MUNIB NARJINARY,Bahujan Samaj Party,6600,48,6648,0.47,Alipurduars,West Bengal,8359
7,RAHUL MARAK,Kisan Mazdoor Sangharsh Party,5679,16,5695,0.4,Alipurduars,West Bengal,8360
8,CHANDAN ORAON,Socialist Unity Centre Of India (COMMUNIST),2751,36,2787,0.2,Alipurduars,West Bengal,8361
9,BINAY MURMU,North Bengal People’s Party,2700,58,2758,0.19,Alipurduars,West Bengal,8362
10,NRIPENDRA NARAYAN DEBKARJEE,Kamatapur People’s Party (United),2017,38,2055,0.14,Alipurduars,West Bengal,8363
11,BABITA BARA,Gana Suraksha Party,1522,30,1552,0.11,Alipurduars,West Bengal,8364
12,NOTA,None of the Above,21235,63,21298,1.5,Alipurduars,West Bengal,8365
1,BAG MITALI,All India Trinamool Congress,710432,2155,712587,45.71,Arambagh,West Bengal,8366
2,ARUP KANTI DIGAR,Bharatiya Janata Party,704124,2064,706188,45.3,Arambagh,West Bengal,8367
3,BIPLAB KUMAR MOITRA,Communist Party of India  (Marxist),92073,429,92502,5.93,Arambagh,West Bengal,8368
4,RAGHU MALLIK,Independent,16123,7,16130,1.03,Arambagh,West Bengal,8369
5,SUBIR KUMAR ROY,Bahujan Samaj Party,3807,24,3831,0.25,Arambagh,West Bengal,8370
6,VASKAR MALIK,Independent,3662,3,3665,0.24,Arambagh,West Bengal,8371
7,SUKANTA POREL,Socialist Unity Centre Of India (COMMUNIST),1807,9,1816,0.12,Arambagh,West Bengal,8372
8,BABLU GHANTI,Independent,1610,19,1629,0.1,Arambagh,West Bengal,8373
9,ABHIJIT MAJI,Independent,1600,6,1606,0.1,Arambagh,West Bengal,8374
10,ALOK DOLAI,Independent,1081,13,1094,0.07,Arambagh,West Bengal,8375
11,NOTA,None of the Above,17981,50,18031,1.16,Arambagh,West Bengal,8376
1,SHATRUGHAN PRASAD SINHA,All India Trinamool Congress,603105,2540,605645,46.53,Asansol,West Bengal,8377
2,SURENDRAJEET SINGH AHLUWALIA,Bharatiya Janata Party,544077,2004,546081,41.96,Asansol,West Bengal,8378
3,JAHANARA KHAN,Communist Party of India  (Marxist),105454,510,105964,8.14,Asansol,West Bengal,8379
4,DIPIKA BAURI,Independent,10623,24,10647,0.82,Asansol,West Bengal,8380
5,SUNNY KUMAR SAH,Bahujan Samaj Party,8546,29,8575,0.66,Asansol,West Bengal,8381
6,SUJIT PAL,Independent,4749,11,4760,0.37,Asansol,West Bengal,8382
7,AMARNATH CHOWDHURY,Socialist Unity Centre Of India (COMMUNIST),4330,28,4358,0.33,Asansol,West Bengal,8383
8,NOTA,None of the Above,15448,62,15510,1.19,Asansol,West Bengal,8384
1,PATHAN YUSUF,All India Trinamool Congress,523630,886,524516,37.88,Baharampur,West Bengal,8385
2,ADHIR RANJAN CHOWDHURY,Indian National Congress,438171,1323,439494,31.74,Baharampur,West Bengal,8386
3,DR. NIRMAL KUMAR SAHA,Bharatiya Janata Party,370370,1515,371885,26.86,Baharampur,West Bengal,8387
4,SAMIRAN DAS,Independent,18526,1,18527,1.34,Baharampur,West Bengal,8388
5,SWAPAN KUMAR MANDAL,Independent,6394,2,6396,0.46,Baharampur,West Bengal,8389
6,SANTOSH BISWAS,Bahujan Samaj Party,4219,19,4238,0.31,Baharampur,West Bengal,8390
7,BISWAMVOIR KALITA,Independent,3060,2,3062,0.22,Baharampur,West Bengal,8391
8,SOMNATH PAUL,All India Arya Mahasabha,2250,-,2250,0.16,Baharampur,West Bengal,8392
9,RUNA LAILA,Social Democratic Party Of India,1569,2,1571,0.11,Baharampur,West Bengal,8393
10,ABHIJIT MANDAL,Socialist Unity Centre Of India (COMMUNIST),1410,8,1418,0.1,Baharampur,West Bengal,8394
11,ASHIS DAS,Independent,1106,4,1110,0.08,Baharampur,West Bengal,8395
12,ADHIR SWARNAKAR,Independent,851,5,856,0.06,Baharampur,West Bengal,8396
13,AJIT KUMAR MANDAL,Independent,745,4,749,0.05,Baharampur,West Bengal,8397
14,MANIK KUMAR DAS,Jai Prakash Janata Dal,729,-,729,0.05,Baharampur,West Bengal,8398
15,AABDUSA SATTAR SEKH,Indian National Socialistic Action Forces,477,7,484,0.03,Baharampur,West Bengal,8399
16,NOTA,None of the Above,7474,11,7485,0.54,Baharampur,West Bengal,8400
1,SUKANTA MAJUMDAR,Bharatiya Janata Party,572925,2071,574996,46.47,Balurghat,West Bengal,8401
2,BIPLAB MITRA,All India Trinamool Congress,563252,1358,564610,45.63,Balurghat,West Bengal,8402
3,JOYDEV KUMAR SIDDHANTA,Revolutionary Socialist Party,54081,136,54217,4.38,Balurghat,West Bengal,8403
4,HAKIM MURMU,Independent,6820,2,6822,0.55,Balurghat,West Bengal,8404
5,BAKHTIAR MUJAHIT SAHANI,Independent,6391,2,6393,0.52,Balurghat,West Bengal,8405
6,RANENDRA NATH MALI,Independent,5590,3,5593,0.45,Balurghat,West Bengal,8406
