S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,Constituency Name,State,Serial No.
1,NILESH DNYANDEV LANKE,Nationalist Congress Party – Sharadchandra Pawar,622144,2653,624797,47.14,Ahmednagar,Maharashtra,1
2,DR. SUJAY RADHAKRISHNA VIKHEPATIL,Bharatiya Janata Party,593568,2300,595868,44.95,Ahmednagar,Maharashtra,2
3,ALEKAR GORAKH DASHRATH,Independent,44582,15,44597,3.36,Ahmednagar,Maharashtra,3
4,DEELIP KONDIBA KHEDKAR,Vanchit Bahujan  Aaghadi,13689,60,13749,1.04,Ahmednagar,Maharashtra,4
5,AMOL VILAS PACHUNDKAR,Independent,5491,2,5493,0.41,Ahmednagar,Maharashtra,5
6,BHAGWAT DHONDIBA GAIKWAD,Samata Party,4941,3,4944,0.37,Ahmednagar,Maharashtra,6
7,UMASHANKAR SHYAMBABU YADAV,Bahujan Samaj Party,4509,30,4539,0.34,Ahmednagar,Maharashtra,7
8,ADV. JAMIR SHAIKH,Independent,3934,1,3935,0.3,Ahmednagar,Maharashtra,8
9,AARTI KISHORKUMAR HALDAR,Prabuddha Republican Party,3790,9,3799,0.29,Ahmednagar,Maharashtra,9
10,NAVSHAD MUNSILAL SHAIKH,Independent,2226,-,2226,0.17,Ahmednagar,Maharashtra,10
11,SURYABHAN (ALIAS SURESH) DATTATRAYA LAMBE,Independent,2092,-,2092,0.16,Ahmednagar,Maharashtra,11
12,KALIRAM BAHIRU POPALGHAT,Bhartiya Navjawan Sena (Paksha),1975,6,1981,0.15,Ahmednagar,Maharashtra,12
13,GAVADE MACCHINDRA RADHAKISAN,Independent,1940,1,1941,0.15,Ahmednagar,Maharashtra,13
14,PRAVIN SUBHASH DALVI,Independent,1896,2,1898,0.14,Ahmednagar,Maharashtra,14
15,MADAN KANIFNATH SONVANE,Right to Recall Party,1445,6,1451,0.11,Ahmednagar,Maharashtra,15
16,DR. KAILASH NIVRUTTI JADHAV,Maharashtra Vikas Aghadi,1425,10,1435,0.11,Ahmednagar,Maharashtra,16
17,KOTHARI RAVINDRA LILACHAND,Rashtriya Janmanch (Secular),1330,3,1333,0.1,Ahmednagar,Maharashtra,17
18,ADV. SHIVAJIRAO WAMAN DAMALE (EX. SGT OF IAF),Sainik Samaj Party,1093,11,1104,0.08,Ahmednagar,Maharashtra,18
19,GANGADHAR HARIBHAU KOLEKAR,Independent,1059,-,1059,0.08,Ahmednagar,Maharashtra,19
20,DATTATRAY APPA WAGHMODE,Rashtriya Jankranti Party,868,5,873,0.07,Ahmednagar,Maharashtra,20
21,WABLE BHAUSAHEB BAPURAO,Bharatheeya Jawan Kisan Party,790,11,801,0.06,Ahmednagar,Maharashtra,21
22,SHEKATKAR ANIL GANPAT,Independent,702,-,702,0.05,Ahmednagar,Maharashtra,22
23,ADV. MAHENDRA DADASAHEB SHINDE,Independent,674,1,675,0.05,Ahmednagar,Maharashtra,23
24,BILAL GAFUR SHAIKH,Independent,531,-,531,0.04,Ahmednagar,Maharashtra,24
25,RAOSAHEB SHANKAR KALE,Independent,370,2,372,0.03,Ahmednagar,Maharashtra,25
26,NOTA,None of the Above,3254,28,3282,0.25,Ahmednagar,Maharashtra,26
1,ANUP SANJAY DHOTRE,Bharatiya Janata Party,454972,2058,457030,38.96,Akola,Maharashtra,27
2,ABHAY KASHINATH PATIL,Indian National Congress,414557,1847,416404,35.5,Akola,Maharashtra,28
3,AMBEDKAR PRAKASH YASHWANT,Vanchit Bahujan  Aaghadi,275490,1257,276747,23.59,Akola,Maharashtra,29
4,ADV NAJIB SHAIKH,Indian National League,3288,12,3300,0.28,Akola,Maharashtra,30
5,KASHINATH VISHWANATH DHAMODE,Bahujan Samaj Party,2737,23,2760,0.24,Akola,Maharashtra,31
6,MURLIDHAR LALSING PAWAR,Independent,2058,8,2066,0.18,Akola,Maharashtra,32
7,ADHAU RAVIKANT RAMKRUSHNA,Jay Vidarbha Party,1710,24,1734,0.15,Akola,Maharashtra,33
8,AACHARYADIP SUBHASHCHANDRA GANOJE,Independent,1610,8,1618,0.14,Akola,Maharashtra,34
9,UJWALA VINAYAK RAUT,Independent,1298,8,1306,0.11,Akola,Maharashtra,35
10,DHARMENDRA CHANDRAPRAKASH KOTHARI,Independent,1236,4,1240,0.11,Akola,Maharashtra,36
11,DILIP SHATRUGHAN MHAISANE,Independent,860,2,862,0.07,Akola,Maharashtra,37
12,ASHOK KISANRAO THORAT,Independent,573,8,581,0.05,Akola,Maharashtra,38
13,MOHMMAD AJAZ MOHMMAD TAHER,Azad Adhikar Sena,564,4,568,0.05,Akola,Maharashtra,39
14,BABAN MAHADEV SAYAM,Janseva Gondwana Party,535,2,537,0.05,Akola,Maharashtra,40
15,PRITI PRAMOD SADANSHIV,Republican Party of India (Social),528,8,536,0.05,Akola,Maharashtra,41
16,NOTA,None of the Above,5752,31,5783,0.49,Akola,Maharashtra,42
1,BALWANT BASWANT WANKHADE,Indian National Congress,524136,2135,526271,44.84,Amravati,Maharashtra,43
2,NAVNEET RAVI RANA,Bharatiya Janata Party,504806,1734,506540,43.16,Amravati,Maharashtra,44
3,DINESH GANESHDAS BUB,Prahar Janshakti Party,84985,315,85300,7.27,Amravati,Maharashtra,45
4,ANANDRAJ YASHWANT AMBEDKAR,Republican Sena,18713,80,18793,1.6,Amravati,Maharashtra,46
5,KISHOR BHIMRAO LABADE,Independent,4522,2,4524,0.39,Amravati,Maharashtra,47
6,SANJAYKUMAR FATTESINGH GADGE,Bahujan Samaj Party,4485,28,4513,0.38,Amravati,Maharashtra,48
7,SUMITRA SAHEBRAO GAIKWAD,Independent,2686,4,2690,0.23,Amravati,Maharashtra,49
8,ARUN YASHWANTRAO BHAGAT,Independent,2086,2,2088,0.18,Amravati,Maharashtra,50
9,KISHOR DNYANESHWAR TAYDE,Independent,2070,2,2072,0.18,Amravati,Maharashtra,51
10,SURAJ DHANRAJ NAGDVANE,Independent,1815,3,1818,0.15,Amravati,Maharashtra,52
11,GAUTAM ALIAS ANANTA RAMDAS INGALE,Independent,1570,-,1570,0.13,Amravati,Maharashtra,53
12,PRAMOD RAMKRUSHNA CHOURPAGAR,Independent,1306,1,1307,0.11,Amravati,Maharashtra,54
13,ANIL THAWARE ALIAS DR. ANILKUMAR NAGBUDDHA,Independent,1206,-,1206,0.1,Amravati,Maharashtra,55
14,SURESH PUNDLIK MESHRAM,Independent,1051,1,1052,0.09,Amravati,Maharashtra,56
15,SATISH YASHWANTRAO GEDAM,Independent,942,1,943,0.08,Amravati,Maharashtra,57
16,MANOHAR KRUSHNAJI KURHADE,Independent,871,-,871,0.07,Amravati,Maharashtra,58
17,DIGAMBAR WAMAN BHAGAT,Naki Bharatiya Ekta Party,760,2,762,0.06,Amravati,Maharashtra,59
18,ENGI. AVINASH HARISHCHANDRA DHANAWATE,Peoples Party of India (Democratic),725,5,730,0.06,Amravati,Maharashtra,60
19,HIMMAT BHIMRAO DHOLE,Independent,668,2,670,0.06,Amravati,Maharashtra,61
20,SUSHAMA GAJANAN AWACHAR,Jay Vidarbha Party,656,3,659,0.06,Amravati,Maharashtra,62
21,GANESH NANAJI RAMTEKE,Akhil Bhartiya Parivar Party,624,5,629,0.05,Amravati,Maharashtra,63
22,MANKAR DNYANESHWAR KASHIRAO,Independent,538,1,539,0.05,Amravati,Maharashtra,64
23,TARA SURESH WANKHADE,Independent,526,1,527,0.04,Amravati,Maharashtra,65
24,SHRIKRUSHNA SAKHARAMJI KSHIRSAGAR,Independent,508,2,510,0.04,Amravati,Maharashtra,66
25,ADV. RAJU MADHUKARRAO KALANE,Bahujan Bharat Party,495,-,495,0.04,Amravati,Maharashtra,67
26,BHARAT CHAMPATRAO YANGAD,Independent,441,-,441,0.04,Amravati,Maharashtra,68
27,VARSHA BHAGAWANTRAO BHAGAT,Independent,440,3,443,0.04,Amravati,Maharashtra,69
28,NARENDRA BABULAL KATHANE,Desh Janhit Party,422,-,422,0.04,Amravati,Maharashtra,70
29,PRABHAKAR PANDURANG BHATKAR,Independent,365,-,365,0.03,Amravati,Maharashtra,71
30,ADV. PRUTHVISAMRAT MUKINDRAO DIPWANSH,Independent,335,2,337,0.03,Amravati,Maharashtra,72
31,BHAURAO SAMPATRAO WANKHADE,All India Forward Bloc,328,1,329,0.03,Amravati,Maharashtra,73
32,GHAZI SAADUDDIN ZAHEER AHMED,Rashtriya Ulama Council,325,6,331,0.03,Amravati,Maharashtra,74
33,RAVI GUNWANTRAO WANKHADE,Independent,286,2,288,0.02,Amravati,Maharashtra,75
34,SONALI SANJAY MESHRAM,Independent,270,2,272,0.02,Amravati,Maharashtra,76
35,SANDEEP BABULAL MESHRAM,Independent,257,-,257,0.02,Amravati,Maharashtra,77
36,RAJESH TULSHIRAM KHADE,Independent,239,-,239,0.02,Amravati,Maharashtra,78
37,RAJU MAHADEVRAO SONONE,Independent,230,2,232,0.02,Amravati,Maharashtra,79
38,NOTA,None of the Above,2517,27,2544,0.22,Amravati,Maharashtra,80
1,BHUMARE SANDIPANRAO ASARAM,Shiv Sena,474434,1696,476130,36.56,Aurangabad,Maharashtra,81
2,IMTIAZ JALEEL SYED,All India Majlis-E-Ittehadul Muslimeen,340877,603,341480,26.22,Aurangabad,Maharashtra,82
3,CHANDRAKANT KHAIRE,Shiv Sena (Uddhav Balasaheb Thackrey),291870,1580,293450,22.53,Aurangabad,Maharashtra,83
4,AFSAR KHAN YASEEN KHA,Vanchit Bahujan  Aaghadi,69087,179,69266,5.32,Aurangabad,Maharashtra,84
5,HARSHWARDHAN DADA RAIBHANJI JADHAV,Independent,39654,174,39828,3.06,Aurangabad,Maharashtra,85
6,SURENDRA DIGAMBAR GAJBHARE,Independent,10719,6,10725,0.82,Aurangabad,Maharashtra,86
7,SANJAY UTTAMRAO JAGTAP,Bahujan Samaj Party,8188,64,8252,0.63,Aurangabad,Maharashtra,87
8,RAVINDRA BHASKARRAO BODKHE,Bharatiya Yuva Jan Ekta Party,6250,4,6254,0.48,Aurangabad,Maharashtra,88
9,ABDUL AZIM ABDUL AZIZ SHAIKH,Independent,4693,-,4693,0.36,Aurangabad,Maharashtra,89
10,SANJAY BHASKAR SHIRSAT,Independent,3809,3,3812,0.29,Aurangabad,Maharashtra,90
11,DR JIVAN BHAWLAL RAJPUT,Independent,3788,19,3807,0.29,Aurangabad,Maharashtra,91
12,MANISHA KHARAT,Bahujan Maha Party,3097,8,3105,0.24,Aurangabad,Maharashtra,92
13,JAGANNATH KHANDERAO JADHAV J K JADHAV,Independent,2916,16,2932,0.23,Aurangabad,Maharashtra,93
14,MAANOJ VINAYAKRAO GHODKAY,Independent,2582,5,2587,0.2,Aurangabad,Maharashtra,94
15,SANGITA GANESH JADHAV,Independent,2206,6,2212,0.17,Aurangabad,Maharashtra,95
16,GALPHADE ARJUN BHAGWANRAO,Rashtriya Kisan Bahujan Party,2185,7,2192,0.17,Aurangabad,Maharashtra,96
17,VISHAL UDDHAV NANDARKAR,Independent,2132,7,2139,0.16,Aurangabad,Maharashtra,97
18,ARVIND KISANRAO KAMBLE,Bahujan Republican  Socialist Party,1975,4,1979,0.15,Aurangabad,Maharashtra,98
19,PRASHANT PUNDALIKRAO AVHALE,Independent,1945,3,1948,0.15,Aurangabad,Maharashtra,99
20,GHUGE NITIN PUNDLIK,Independent,1870,2,1872,0.14,Aurangabad,Maharashtra,100
21,BHALERAO VASANT SAMBHAJI,Prabuddha Republican Party,1546,1,1547,0.12,Aurangabad,Maharashtra,101
22,BHARAT PURUSHOTTAM KADAM,Rashtriya Maratha Party,1489,6,1495,0.11,Aurangabad,Maharashtra,102
23,ABDUL SAMAD BAGWAN,All India Majlis-E-Inquilab-E-Millat,1478,4,1482,0.11,Aurangabad,Maharashtra,103
24,SANDIP DADARAO MANKAR,Independent,1373,2,1375,0.11,Aurangabad,Maharashtra,104
25,ADV B U GOSAWI,Hindustan Janta Party,1271,4,1275,0.1,Aurangabad,Maharashtra,105
26,PANCHASHILA BABULAL JADHAV,Republican Bahujan Sena,1267,7,1274,0.1,Aurangabad,Maharashtra,106
27,PRATIKSHA PRASHANT CHAVAN,Ambedkarist Republican Party,1187,7,1194,0.09,Aurangabad,Maharashtra,107
28,BHANUDAS SON OF RAMDAS SARODE PATIL,Independent,1107,3,1110,0.09,Aurangabad,Maharashtra,108
29,NARAYAN JADHAV,Peoples Party of India (Democratic),1100,3,1103,0.08,Aurangabad,Maharashtra,109
30,SURESH ASARAM FULARE,Independent,910,1,911,0.07,Aurangabad,Maharashtra,110
31,SHAIKH KHAJA KISMATWALA KASIM KISMATWALA,Independent,892,2,894,0.07,Aurangabad,Maharashtra,111
32,MEENASING AVDHESHSING SING,Independent,783,1,784,0.06,Aurangabad,Maharashtra,112
33,LATIF JABBAR KHAN,Independent,765,-,765,0.06,Aurangabad,Maharashtra,113
34,JAGANNATH KISAN UGALE,Independent,753,2,755,0.06,Aurangabad,Maharashtra,114
35,SANDIP DEVIDAS JADHAV,Independent,609,-,609,0.05,Aurangabad,Maharashtra,115
36,DEVIDAS RATAN KASBE,Independent,595,-,595,0.05,Aurangabad,Maharashtra,116
37,TRIBHUVAN MADHUKAR PADMAKAR,Independent,593,-,593,0.05,Aurangabad,Maharashtra,117
38,NOTA,None of the Above,5729,44,5773,0.44,Aurangabad,Maharashtra,118
1,SUPRIYA SULE,Nationalist Congress Party – Sharadchandra Pawar,731400,912,732312,51.85,Baramati,Maharashtra,119
2,SUNETRA AJITDADA PAWAR,Nationalist Congress Party,573391,588,573979,40.64,Baramati,Maharashtra,120
3,MAHESH SITARAM BHAGWAT,Independent,15620,43,15663,1.11,Baramati,Maharashtra,121
4,SHAIKH SOYALSHAHA YUNUSSHAHA,Independent,14913,4,14917,1.06,Baramati,Maharashtra,122
5,PRIYADARSHANI NANDKUMAR KOKARE,Bahujan Samaj Party,9995,35,10030,0.71,Baramati,Maharashtra,123
6,SACHIN SHANKAR AGAWANE,Independent,6633,-,6633,0.47,Baramati,Maharashtra,124
7,KAMBLE TRISHALA,Bahujan Samaj Party  (Ambedkar),5032,4,5036,0.36,Baramati,Maharashtra,125
8,SUNITA PAWAR,Independent,4150,1,4151,0.29,Baramati,Maharashtra,126
9,GAJANAN UTTAM GAWALI (PATIL),Independent,2991,4,2995,0.21,Baramati,Maharashtra,127
10,MANOJ BALASAHEB RASAL,Independent,2610,-,2610,0.18,Baramati,Maharashtra,128
11,MAHADEV SAHEBRAO KHENGARE - PATIL,Bhartiya Navjawan Sena (Paksha),2412,6,2418,0.17,Baramati,Maharashtra,129
12,PRADEEP RAMCHANDRA MANE,Independent,2234,1,2235,0.16,Baramati,Maharashtra,130
13,SHIVAJI JAYSING KOKRE,Independent,2161,3,2164,0.15,Baramati,Maharashtra,131
14,PROF. NAMDEORAO JADHAV,Independent,2125,9,2134,0.15,Baramati,Maharashtra,132
15,RAJENDRA PANDURANG BHOSALE,People’s Union Party,2007,2,2009,0.14,Baramati,Maharashtra,133
16,KALYANI SUJITKUMAR WAGHMODE,Independent,1974,1,1975,0.14,Baramati,Maharashtra,134
17,DASHRATH NANA RAUT,Bharatiya Praja Surajya Paksha,1828,6,1834,0.13,Baramati,Maharashtra,135
18,ANKUSH DNYANESHAWAR PILANE,Independent,1663,-,1663,0.12,Baramati,Maharashtra,136
19,SANDIP ABAJI DEOKATE,Independent,1622,2,1624,0.11,Baramati,Maharashtra,137
20,DATTATRAY RAMBHAU CHANDARE,Independent,1433,1,1434,0.1,Baramati,Maharashtra,138
21,SHAILENDRA ALIAS SANDEEP KARANJAWANE,Independent,1392,-,1392,0.1,Baramati,Maharashtra,139
22,SHUBHANGI DHAYGUDE,Independent,1283,9,1292,0.09,Baramati,Maharashtra,140
23,DR. SOMNATH ALIAS BALASAHEB ARJUN POL,Independent,1169,-,1169,0.08,Baramati,Maharashtra,141
24,ROHIDAS BALASO KONDAKE,Bahujan Republican  Socialist Party,1127,3,1130,0.08,Baramati,Maharashtra,142
25,MILIND VITTHAL SHINDE,Independent,1099,-,1099,0.08,Baramati,Maharashtra,143
26,SURESHDADA BABURAO VIR,Independent,1012,-,1012,0.07,Baramati,Maharashtra,144
27,BAPU PRALHAD PAWAR,Independent,997,1,998,0.07,Baramati,Maharashtra,145
28,RAJENDRA MAHADEV BARAKADE,Independent,905,2,907,0.06,Baramati,Maharashtra,146
29,UMESH MAHADEV MHETRE,Independent,807,1,808,0.06,Baramati,Maharashtra,147
30,SHIVAJI RAMBHAU NANDKHILE,Bharatheeya Jawan Kisan Party,785,4,789,0.06,Baramati,Maharashtra,148
31,SHARAD RAM PAWAR,Independent,730,1,731,0.05,Baramati,Maharashtra,149
32,LAXMAN RAM KUMBHAR,Dalit Soshit Pichhara Varg  Adhikar Dal,694,2,696,0.05,Baramati,Maharashtra,150
33,SHRIDHAR NARAYAN SALVE,Bhim Sena,675,4,679,0.05,Baramati,Maharashtra,151
34,BALASO MARUTI DHAPATE,Independent,655,-,655,0.05,Baramati,Maharashtra,152
35,VIJAY LAXMAN GHAVALE,Independent,617,3,620,0.04,Baramati,Maharashtra,153
36,VISHAL ARUN PAWAR,Independent,553,-,553,0.04,Baramati,Maharashtra,154
37,SAVITA BHIMRAO KADALE,Hindustan Janta Party,549,2,551,0.04,Baramati,Maharashtra,155
38,VIJAYPRAKASH ANANT KONDEKAR,Independent,301,-,301,0.02,Baramati,Maharashtra,156
39,NOTA,None of the Above,9130,21,9151,0.65,Baramati,Maharashtra,157
1,BAJRANG MANOHAR SONWANE,Nationalist Congress Party – Sharadchandra Pawar,682532,1418,683950,44.93,Beed,Maharashtra,158
2,PANKAJA GOPINATHRAO MUNDE,Bharatiya Janata Party,675349,2048,677397,44.5,Beed,Maharashtra,159
3,ASHOK BHAGOJI THORAT,Bahujan Maha Party,54829,21,54850,3.6,Beed,Maharashtra,160
4,ASHOK SUKHDEV HINGE,Vanchit Bahujan  Aaghadi,50741,126,50867,3.34,Beed,Maharashtra,161
5,SHAIKH TOUSIF ABDUL SATTAR,Independent,9472,-,9472,0.62,Beed,Maharashtra,162
6,DR. SIDDHARTH RAJENDRA TAKANKAR,Bahujan Samaj Party,5092,19,5111,0.34,Beed,Maharashtra,163
7,SHAMSHER KHAN SAHEB KHAN PATHAN,Independent,4704,-,4704,0.31,Beed,Maharashtra,164
8,JAVED SIKANDAR MOMIN,Independent,2662,-,2662,0.17,Beed,Maharashtra,165
9,NAZEM KHAN JABBAR KHAN PATHAN,Independent,2586,-,2586,0.17,Beed,Maharashtra,166
10,GOKUL BAPURAO SAWASE,Independent,2576,1,2577,0.17,Beed,Maharashtra,167
11,GAFFARKHAN JABBARKHAN PATHAN,Independent,2561,2,2563,0.17,Beed,Maharashtra,168
12,DATTA SUDAM GAIKWAD,Independent,2130,-,2130,0.14,Beed,Maharashtra,169
13,SATISH PADMAKAR KAPSE,Independent,2098,1,2099,0.14,Beed,Maharashtra,170
14,KARUNA DHANANJAY MUNDE,Swarajya Shakti Sena,1594,5,1599,0.11,Beed,Maharashtra,171
15,DR. SHRIRAM VITTHALRAO KHALGE,Independent,1512,-,1512,0.1,Beed,Maharashtra,172
16,ADV. GANESH NAVNATHRAO KARANDE,Independent,1506,2,1508,0.1,Beed,Maharashtra,173
17,SHITAL SHIVAJI DHONDRE,Independent,1302,1,1303,0.09,Beed,Maharashtra,174
18,SHAIKH YASHED SHAIKH TAYYAB,Independent,1258,-,1258,0.08,Beed,Maharashtra,175
19,JAWED SALEEM SYED,Tipu Sultan Party,972,6,978,0.06,Beed,Maharashtra,176
20,PRAKASH BHAGWANRAO SOLANKE,Independent,885,1,886,0.06,Beed,Maharashtra,177
21,CHANDRAKANT KUMAR HAJARE,Maharashtra Vikas Aghadi,800,3,803,0.05,Beed,Maharashtra,178
22,SALAUDDIN KHAN PATHAN,Independent,724,-,724,0.05,Beed,Maharashtra,179
23,KASPATE GANESH VYANKATRAO,Independent,719,-,719,0.05,Beed,Maharashtra,180
24,MUBEEN ZUBERI ZAHEER UL AFAQUE,Independent,675,1,676,0.04,Beed,Maharashtra,181
25,WASIM SHAIKH SALIM SHAIKH,Independent,579,1,580,0.04,Beed,Maharashtra,182
26,SHAIKH EJAJ SHAIKH UMAR,Independent,550,-,550,0.04,Beed,Maharashtra,183
27,SHESHERAO CHOKHOBA VEER,Prabuddha Republican Party,537,-,537,0.04,Beed,Maharashtra,184
28,TATE MAHENDRA ASHOK,Ambedkarist Republican Party,531,2,533,0.04,Beed,Maharashtra,185
29,MUSTAFA MAINODDIN SHAIKH,Independent,531,-,531,0.03,Beed,Maharashtra,186
30,SULEMAN KHAIRODDIN MOHMMAD,Independent,522,-,522,0.03,Beed,Maharashtra,187
31,HIDAYAT SADEKH ALI SYED,Independent,448,-,448,0.03,Beed,Maharashtra,188
32,RAJENDRA ACHYUTRAO HOKE,Independent,427,-,427,0.03,Beed,Maharashtra,189
33,ADV. MANIK BANSI AADMANE,Bahujan Republican  Socialist Party,425,1,426,0.03,Beed,Maharashtra,190
34,VACHISHT UDDHAV KUTE,Independent,414,-,414,0.03,Beed,Maharashtra,191
35,ADV. SHARAD BAHINAJI KAMBLE,All India National Raksha Sena,393,3,396,0.03,Beed,Maharashtra,192
36,BHASKAR BANSIDHARRAO KHANDE,Independent,390,-,390,0.03,Beed,Maharashtra,193
37,RAHEMAN BAHODDIN SAYYED,Independent,384,-,384,0.03,Beed,Maharashtra,194
38,LAXMIBAI BAJIRAO MORE,Independent,382,-,382,0.03,Beed,Maharashtra,195
39,SYED MINHAJ ALI,Independent,310,-,310,0.02,Beed,Maharashtra,196
40,SALIM ALLABAKSHA SAYYAD,Independent,238,-,238,0.02,Beed,Maharashtra,197
41,SADEK IBRAHIM SHAIKH,Independent,206,-,206,0.01,Beed,Maharashtra,198
42,NOTA,None of the Above,2068,19,2087,0.14,Beed,Maharashtra,199
1,DR. PRASHANT YADAORAO PADOLE,Indian National Congress,581678,5735,587413,47.56,Bhandara Gondiya,Maharashtra,200
2,SUNIL BABURAO MENDHE,Bharatiya Janata Party,546222,3811,550033,44.53,Bhandara Gondiya,Maharashtra,201
3,KUMBHALKAR SANJAY BHAIYY,Bahujan Samaj Party,25104,358,25462,2.06,Bhandara Gondiya,Maharashtra,202
4,SANJAY GAJANAN KEWAT,Vanchit Bahujan  Aaghadi,24528,330,24858,2.01,Bhandara Gondiya,Maharashtra,203
5,SEWAKBHAU NIRDHAN WAGHAYE,Independent,12899,204,13103,1.06,Bhandara Gondiya,Maharashtra,204
6,AJAYKUMAR BHARTIYA,Akhil Bhartiya Parivar Party,3998,59,4057,0.33,Bhandara Gondiya,Maharashtra,205
7,SUMIT VIJAY PANDE,Independent,3719,-,3719,0.3,Bhandara Gondiya,Maharashtra,206
8,VIRENDRAKUMAR KASTURCHAND JAISWAL,Independent,2382,7,2389,0.19,Bhandara Gondiya,Maharashtra,207
9,DEVILAL SUKHRAM NEPALE,Peoples Party of India (Democratic),2000,9,2009,0.16,Bhandara Gondiya,Maharashtra,208
10,DR. AKASH MADHUKAR JIBHAKATE,Independent,1972,9,1981,0.16,Bhandara Gondiya,Maharashtra,209
11,VILAS BABURAO LENDE,Lok Swarajya Party,1624,25,1649,0.13,Bhandara Gondiya,Maharashtra,210
12,VILAS JIYALAL RAUT,Independent,1611,5,1616,0.13,Bhandara Gondiya,Maharashtra,211
13,BENIRAM RAMCHAND FULBANDHE,Independent,1482,15,1497,0.12,Bhandara Gondiya,Maharashtra,212
14,PRADEEP  DHOBALE,Independent,1163,33,1196,0.1,Bhandara Gondiya,Maharashtra,213
15,SURYAKIRAN ISHWAR NANDAGAWALI,Independent,1132,30,1162,0.09,Bhandara Gondiya,Maharashtra,214
16,ITWALE SHARAD MARTAND,Independent,1020,8,1028,0.08,Bhandara Gondiya,Maharashtra,215
17,TULSIRAM URKUDA GEDAM,Independent,831,11,842,0.07,Bhandara Gondiya,Maharashtra,216
18,CHAITRAM DASHARATH KOKASE,Independent,780,11,791,0.06,Bhandara Gondiya,Maharashtra,217
19,NOTA,None of the Above,10106,162,10268,0.83,Bhandara Gondiya,Maharashtra,218
1,BALYA MAMA - SURESH GOPINATH MHATRE,Nationalist Congress Party – Sharadchandra Pawar,498199,1265,499464,39.85,Bhiwandi,Maharashtra,219
2,KAPIL MORESHWAR PATIL,Bharatiya Janata Party,431907,1436,433343,34.57,Bhiwandi,Maharashtra,220
3,NILESH BHAGWAN SAMBARE,Independent,230254,1163,231417,18.46,Bhiwandi,Maharashtra,221
4,KANCHAN VINAYAK VAKHARE,New Rashtriya Samaj Party,24607,18,24625,1.96,Bhiwandi,Maharashtra,222
5,TARA PINTYA WAGHE,Independent,6908,-,6908,0.55,Bhiwandi,Maharashtra,223
6,MUMATAZ ABDULSATTAR ANSARI,Bahujan Samaj Party,6801,21,6822,0.54,Bhiwandi,Maharashtra,224
7,MANISHA SANTOSH GONDHALE,Independent,5120,-,5120,0.41,Bhiwandi,Maharashtra,225
8,MANOJ GOVAR TURE,Independent,4896,1,4897,0.39,Bhiwandi,Maharashtra,226
9,JAHID MURABTAR ANSARI,Independent,4879,3,4882,0.39,Bhiwandi,Maharashtra,227
10,CHANDRAKANT RAMBHAJI MOTE,Independent,3429,4,3433,0.27,Bhiwandi,Maharashtra,228
11,RAHUL ASHOK KATHOLE,Independent,3131,4,3135,0.25,Bhiwandi,Maharashtra,229
12,ASHOK BHIKU BAHADARE,Sanyukt Bharat Paksh,2044,3,2047,0.16,Bhiwandi,Maharashtra,230
13,SURESH PANDAGALE,Apni Prajahit Party,1997,16,2013,0.16,Bhiwandi,Maharashtra,231
14,MILIND KASHINATH KAMBLE,Independent,1843,18,1861,0.15,Bhiwandi,Maharashtra,232
15,KHAN MOHD AKARAM ABDUL HANAN,All India Majlis-E-Ittehadul Muslimeen,1739,2,1741,0.14,Bhiwandi,Maharashtra,233
16,DANISH EZAZ AH. SHAIKH,Bahujan Maha Party,1580,6,1586,0.13,Bhiwandi,Maharashtra,234
17,HARSHAD RAMESH MHATRE,Independent,1568,-,1568,0.13,Bhiwandi,Maharashtra,235
18,MUTKIRI SHANKAR NAGESH,Independent,1445,-,1445,0.12,Bhiwandi,Maharashtra,236
19,KAPIL JAYHIND PATIL,Independent,1237,5,1242,0.1,Bhiwandi,Maharashtra,237
20,SAIFAN CHAND PATHAN,Bhartiya Manavta Party,1188,1,1189,0.09,Bhiwandi,Maharashtra,238
21,RANJANA RAVI TRIBHUWAN,Independent,1082,3,1085,0.09,Bhiwandi,Maharashtra,239
22,MOHD. KALEEM ANSARI,Peoples Party of India (Democratic),934,3,937,0.07,Bhiwandi,Maharashtra,240
23,WASEEM TUFAIL SIDDIQUI,Independent,803,2,805,0.06,Bhiwandi,Maharashtra,241
24,SURESH SITARAM MHATRE,Independent,706,1,707,0.06,Bhiwandi,Maharashtra,242
25,SONALI ASHOK GANGAWANE,Independent,698,-,698,0.06,Bhiwandi,Maharashtra,243
26,AAPPA - VISHAL VIJAY MORE,Independent,598,3,601,0.05,Bhiwandi,Maharashtra,244
27,PROF. AMEERUL HASAN SAYYED,Independent,479,2,481,0.04,Bhiwandi,Maharashtra,245
28,NOTA,None of the Above,9266,81,9347,0.75,Bhiwandi,Maharashtra,246
1,JADHAV PRATAPRAO GANPATRAO,Shiv Sena,348289,1578,349867,31.53,Buldhana,Maharashtra,247
2,NARENDRA DAGDU KHEDEKAR,Shiv Sena (Uddhav Balasaheb Thackrey),319415,973,320388,28.88,Buldhana,Maharashtra,248
3,RAVIKANT CHANDRADAS TUPKAR,Independent,249042,921,249963,22.53,Buldhana,Maharashtra,249
4,VASANTRAO RAJARAM MAGAR,Vanchit Bahujan  Aaghadi,98093,348,98441,8.87,Buldhana,Maharashtra,250
